id,category,severity,title,location,issue,recommendation,ai_prompt
SEC-011,Security,Medium,Authorization rules stored in user-controllable JSON,"app.py:9188-9240; data/project_board.json", Project board is a JSON file loaded/saved on every request via a single global path. There is no role check on the load/save functions themselves; access is enforced at the route level. If a future refactor moves auth checks, the file becomes writable by any logged-in user. Also, no file locking — concurrent writes corrupt the JSON.,"Move board data into a DB table OR add an fcntl/msvcrt lock around the load-modify-save. Add explicit @require_role('mod') on every mutating route.","Wrap save_project_board and load_project_board in app.py with a file lock (msvcrt.locking on Windows, fcntl.flock on POSIX). Audit every /api/project-board/* route to ensure each has @require_login and the appropriate @require_role decorator. Move the canonical storage from data/project_board.json to a Postgres table with a JSONB column for atomic updates."
SEC-012,Security,Medium,Email not validated; user enumeration via login error,"app.py:10012-10025; auth.py:43-69", create_user accepts any email string; login returns a single generic message ('Invalid username or password') so the user enum is fine, but admin-create-user does not validate email format. Also no email verification flow.,"Add email regex validation in create_user. Add a 'pending_verification' state and a verification email flow. Add 'unique' constraint + index on lower(email).","Add a validate_email helper to auth.py using a standard regex plus optional verification. Reject empty or malformed emails in create_user. Add a unique index on lower(email) via a migration. Add an 'email_verified' boolean column and prevent login until verified. Document the SMTP settings needed for the verification email."
SEC-013,Security,Low,Secret management missing for JWT-style session tokens,"auth.py:97-117", Session tokens are uuid4 hex strings stored in user_sessions; if the database is dumped, an attacker has all active sessions. There is no cookie binding (no per-user secret salted into the token).,"Sign the session token with HMAC-SHA256 using a server secret; verify on read. Bind the cookie to a User-Agent fingerprint (stored in the session row) and reject mismatches.","Modify auth.py so the token is HMAC-signed with a server-side secret. Store only the signed token in user_sessions. Add a 'user_agent' column populated at create_session and compared at get_user_by_token. Rotate the secret periodically. Add a test that forges a token and asserts get_user_by_token returns None."
SEC-014,Security,Low,No request body size limits,Flask config,"A large JSON payload to /api/* can cause memory exhaustion. There is no MAX_CONTENT_LENGTH configured.",Set MAX_CONTENT_LENGTH=1MB (or 2MB) globally; larger payloads are rejected with 413.,"Add app.config['MAX_CONTENT_LENGTH'] = 2 * 1024 * 1024 to app.py. Add a 413 error handler that returns a JSON {'error': 'Payload too large'}. Add a test that POSTs a 5MB body and asserts 413."
SEC-015,Security,Low,Stack traces leaked in 500 responses,"app.py: many places use 'except Exception as e: return jsonify({'error': str(e)})'", Database error messages (constraint names, column names) are returned verbatim to the client. Useful for debugging, but also for attackers.,"Log full traceback server-side; return a generic 'internal_error' JSON to the client with a correlation id. Show details only when DEBUG=True.","Replace bare jsonify({'error': str(e)}) handlers in app.py with a helper that: (1) logs the full exception with traceback via app.logger.exception, (2) returns jsonify({'error': 'internal_error', 'request_id': request.headers.get('X-Request-ID') or str(uuid.uuid4())}). Keep the verbose response only when app.debug."
SEC-016,Security,Low,No password complexity rules on create_user,auth.py:43,"A user can be created with password='a'. Bcrypt will accept it.",Enforce a minimum length (e.g. 8) and add a simple strength check (one upper, one lower, one digit).,"Add a validate_password function in auth.py that requires length >= 8, at least one uppercase letter, one lowercase letter, and one digit. Use it in create_user and update_user. Return a clear error message. Add a unit test."
SEC-017,Security,Low,Logging may include sensitive fields,board_logger.py (not read; flagged in project notes),"Be sure that passwords, session tokens, and emails are never passed to log_task_* helpers. Search the codebase for any debug print that includes the password_hash or token.",Add a redaction filter to the logger; audit print/log calls in app.py for sensitive data.,"Grep app.py for the strings 'password', 'token', 'session_token', 'authorization' inside logging/print calls. Replace any that include raw values with redacted versions. Add a logging.Filter that masks anything that looks like a UUID4 token or a password_hash."
STA-001,Stability,Critical,New psycopg2 connection per request,"app.py: 81 occurrences of get_db_connection()", "Each API call calls psycopg2.connect(**DB_CONFIG), which means TCP handshake + auth per request. Under load the Postgres server hits max_connections quickly and the app falls over.","Add a connection pool. Use psycopg2.pool.ThreadedConnectionPool (min=2, max=10) or move to SQLAlchemy with engine pooling. Open the pool at startup, close at shutdown.","Refactor app.py so get_db_connection() returns a connection from a psycopg2.pool.ThreadedConnectionPool (min=2, max=10) initialized once at app startup. Wrap the body of every endpoint in `with conn:` or use try/finally to return the connection to the pool. Add a /healthz endpoint that runs SELECT 1 against the pool. Add a load test (locust or a simple ab) that verifies the app survives 50 concurrent requests without pool exhaustion."
STA-002,Stability,High,Monolithic 9,000-line app.py,"app.py (9171 lines)", One file holds 100+ routes, helpers, and global state. Hard to test, refactor, or hand off. A syntax error breaks everything.,"Split into a package: app/__init__.py (create_app factory), app/blueprints/gpu.py, app/blueprints/cpu.py, ..., app/services/db.py, app/services/images.py, app/services/auth_helpers.py. Each blueprint owns its templates and static subfolder.","Refactor app.py into a Flask package using the application factory pattern. Create app/__init__.py with create_app() that registers blueprints. Move each category (gpu, cpu, ram, ssd, psu, motherboards, cases, monitors, cameras, lenses, laptops, consoles, computers, project_board, admin) into its own blueprint under app/blueprints/. Move DB pool, image helper, and translation loader into app/services/. Ensure existing routes still resolve to the same URLs."
STA-003,Stability,High,Monkey-patch of RealDictCursor.execute,"app.py:87-97", "A workaround for a psycopg2 bug ''tuple index out of range'' silently rewrites the SQL by collapsing whitespace. This is dangerous: it can change query semantics (e.g. inside string literals) and hides a real bug.","Pin psycopg2 to a known-good version, or upgrade to psycopg (v3) where the bug is fixed. Remove the monkey-patch.","Remove the _safe_execute monkey-patch in app.py. Reproduce the original IndexError against a minimal script with the current psycopg2-binary version. If reproducible, open a psycopg2 issue and either pin a fixed version or migrate to psycopg 3. Add a comment explaining the workaround is intentionally removed."
STA-004,Stability,High,~200 .txt and ~80 debug Python files at project root,SS-WEBSITE/,"Hundreds of files named err.txt, t1..t80.txt, ttt1..ttt80.txt, check_*.py, test_*.py, fix_*.py, debug_*.py pollute the repo. They confuse tooling, leak local paths, and grow the deploy artifact.",Delete or move them under a top-level /scripts or /scratch folder that is gitignored. Keep only the files actually used by run_app.ps1/start_server.py.,"Move all ad-hoc .py debug scripts under scripts/dev/ and all .txt outputs under scripts/dev/logs/. Add these patterns to .gitignore. Delete the .done, .patch, _slice_, _func_, _comp_ style artifacts. Keep only: app.py, auth.py, board_logger.py, start_server.py, run_app.ps1, requirements.txt, Dockerfile, the data/ folder, the templates/ folder, the static/ folder, and the migrations/ folder."
STA-005,Stability,High,No retry / no timeout on DB queries,"app.py: every cursor.execute call", "If Postgres restarts or a statement is canceled, every endpoint returns 500 immediately. There is no socket timeout, no statement timeout, no retry.","Configure psycopg2 connect_timeout, options='-c statement_timeout=15000', and wrap read queries in a small retry helper (3 attempts, exponential backoff).","Add to DB_CONFIG: 'connect_timeout': 5, 'options': '-c statement_timeout=15000 -c lock_timeout=5000'. Add a helper with_retry(fn, attempts=3) that retries on psycopg2.OperationalError with exponential backoff (0.1s, 0.3s, 0.9s). Apply it to all GET routes. Do not retry on writes without idempotency guarantees."
STA-006,Stability,High,No automated tests,"SS-WEBSITE/ (no tests/ folder)", "No tests, no CI. Refactors break behavior silently. The 80+ debug scripts in the project root are essentially ad-hoc test outputs that were never formalized.",Add a tests/ folder with pytest, conftest.py, and a docker-compose for a throwaway PG. Cover: login, role gating, image serving, laptop_reference save, project board CRUD.,"Create tests/ with pytest. Add a tests/conftest.py that spins up a temporary Postgres (or use the existing ss_market with a transactions-rollback fixture). Add at minimum: test_auth.py (login, lockout, role escalation), test_images.py (extension whitelist, 404), test_laptop_reference.py (mod vs admin rights), test_project_board.py (CRUD and dedupe). Wire pytest into a GitHub Action or a pre-push hook."
STA-007,Stability,High,start_server.py kills all python.exe,"start_server.py:6", ""subprocess.run(['taskkill', '/F', '/IM', 'python.exe'])" will kill any other Python process on the host (e.g. the crawler). On a shared dev box this is destructive.","Detect a PID file or use psutil to kill only the tracked server. Refuse to run if multiple unrelated Python processes are detected.","Rewrite start_server.py so it stores the server PID in a file (e.g. .server.pid) and only kills that PID. Add a small check that the target process command line matches the expected invocation. Log what was killed."
STA-008,Stability,Medium,app.run is the production server,"app.py:10452-10453", "Werkzeug's dev server is single-threaded by default and not designed for production. Even debug=False is not enough.","Use waitress (Windows-friendly) or gunicorn (Linux). Put it behind nginx.","Replace app.run() at the bottom of app.py with a small launcher that picks waitress.serve(app, host='127.0.0.1', port=5000) when running on Windows and gunicorn on POSIX. Document the nginx reverse-proxy config in docs/DEPLOY.md."
STA-009,Stability,Medium,Project board save is not atomic,"app.py:9188-9240; data/project_board.json", "load → modify → save is non-atomic. Two concurrent admins can race and lose tasks. The deduplicate_board_tasks helper runs on every load and silently drops data.","Move the board to Postgres (JSONB) with a single UPDATE statement. If you must keep the file, write to a tmp file and os.replace, plus a file lock.","Refactor project board storage to use Postgres with a board_state (id int, payload jsonb, version int) row. Each save does UPDATE ... WHERE id=1 AND version=$old RETURNING version. Increment version. If 0 rows are returned, return 409 Conflict. Move deduplicate_board_tasks to a periodic job, not on every read."
STA-010,Stability,Medium,Hard-coded absolute Windows paths in source,"app.py:243-267 IMAGE_FOLDERS", ""G:/Github/SS-WEB-SCRAPPER/SS-CRAWLER/images/gpu"" — breaks on any other host (Linux, container, another Windows user).","Make the paths relative to a configurable root (env IMAGE_ROOT, default = project_root/../SS-CRAWLER/images). Use pathlib.","Replace IMAGE_FOLDERS in app.py with a single base path from env IMAGE_ROOT. Build subfolders as base / 'gpu', base / 'gpus', etc. Document IMAGE_ROOT in .env.example. Add a startup check that asserts each expected subfolder exists, log a warning otherwise."
STA-011,Stability,Medium,Template translation loader re-parses on every call,"app.py:27-49 load_translations()", "load_translations caches its result, but the very first request pays the regex + ast.literal_eval cost. Worse, if a developer edits translations.html during dev, the cache is stale until restart.","Cache the parsed dict on disk (mtime-based) and on a class-level attribute. Provide a /api/dev/reload-translations endpoint guarded by DEBUG.","Refactor load_translations() in app.py to (1) check translations.html's mtime on disk, (2) re-parse only when mtime changed, (3) cache the result in app.extensions['translations']. Add a /api/dev/reload-translations endpoint that clears the cache, guarded by require_role('admin') and app.debug."
STA-012,Stability,Medium,No graceful shutdown,"app.py:10452", "app.run does not handle SIGTERM cleanly. Long-running requests are killed mid-write, leaving partial responses or half-committed DB transactions.","Use a real WSGI server (gunicorn/waitress) and register atexit handlers to close the pool and flush logs.","Wrap psycopg2 pool init in app.extensions and register an atexit handler that drains the pool. When switching to gunicorn, set graceful_timeout=30. Document the shutdown semantics in docs/DEPLOY.md."
STA-013,Stability,Low,No structured logging,app.py / board_logger.py,"Logs are mixed (board_logger.py + print + Flask default). Hard to grep, no request id, no correlation.","Add structlog or stdlib logging with JSON output and a request id middleware. Keep board_logger.py as a thin shim.","Add a small configure_logging() function in app.py that sets up JSON-formatted logs with timestamp, level, request_id, user_id, path, duration. Replace print() calls with logger.info. Generate request_id in a before_request hook and attach it to g and to the response header X-Request-ID."
STA-014,Stability,Low,Wiki content reads from disk on every request,"app.py:10431-10449", "The wiki markdown is opened, read, and converted on every request. For a small file this is fine, but the cost compounds with cached database connection growth.","Read the file at startup if it exists, cache the rendered HTML, and only re-read when the file mtime changes.","Refactor the wiki route in app.py so it reads docs/project_wiki.md once, renders to HTML, and caches the result. Re-render only when the mtime changes. Add an admin endpoint POST /api/admin/wiki-reload that clears the cache."
STA-015,Stability,Low,f-string SQL fragments with dynamic clauses,app.py multiple f""" SELECT ...""","A few SQL queries use f-strings to splice in static whitelisted fragments (date_filter, table_alias, columns). Currently safe because all fragments are static, but easy to misuse in the future.","Add a small helper build_query(template, **kwargs) that whitelists which keys can be substituted. Or convert to a query builder (pypika, sqlalchemy).","Replace the f-string SQL construction in app.py with a tiny helper, e.g. def render_sql(template, allowed: dict) that takes a template string and a dict of pre-validated fragments, raises if the dict has unknown keys, and returns the rendered SQL. Mark every existing f-string SQL call with a comment pointing to the helper. Add a lint rule (pylint/flake8) that flags any f-string that contains SELECT/INSERT/UPDATE/DELETE."
SPD-001,Speed,Critical,No HTTP caching on API responses,"app.py: every jsonify return", "Even identical requests for /api/cpus, /api/gpus, /api/price-trends hit Postgres on every page load. The dashboard re-polls every few seconds.","Set Cache-Control: public, max-age=30 on read-only /api/* routes. Add ETag/Last-Modified based on a version column. For price-trends, materialize a daily row in price_history_daily and select from there.","Add a @cache_control(max_age=30) decorator in app.py that sets the response headers. Apply it to read-only API routes (/api/category-earnings, /api/price-trends, /api/gpus, /api/cpus, /api/stats, etc.). Generate the ETag from a tuple of (max(updated_at) for the table, len(rows)). Return 304 when the client sends If-None-Match. Verify with curl -I that the header is present."
SPD-002,Speed,High,N+1 queries on listing detail pages,"app.py: many /api/listing-details and /api/computers routes", "A single page load triggers per-listing queries (price history, model history, image lookup). With 50 listings per page that is 150+ queries.","Batch all lookups: get_price_changes_for_listings already does this; do the same for image lookups, flagged status, and reference data. Use IN (...) clauses and JOIN instead.","Audit every route that accepts a list of listing_ids. Refactor to issue at most 3 queries per page: (1) listings + JOIN reference tables, (2) price_history with LAG in a single SELECT, (3) flagged_listings with IN clause. Add an integration test that loads /computers and asserts the SQL count is < 5."
SPD-003,Speed,High,Multiple f-string SQL builds with no prepared statement reuse,"app.py: ~20 f""" SELECT ... """", The same SQL string is rebuilt on every request. Postgres has to re-plan each time. With pool exhaustion this becomes a hot spot.,"Use psycopg2's prepare=True (server-side prepared statements) for hot queries. Or use psycopg2.sql.SQL composition.","Identify the 5 most-called read queries in app.py (add a slow-query log first). Refactor them to use psycopg2.sql.SQL('SELECT ... WHERE x = %s') composition and pass prepare=True via cursor.execute. Document the convention. Add a simple query counter middleware to spot regressions."
SPD-004,Speed,High,Wiki translation helper re-parses on first call,"app.py: load_translations (line 27) and translate()", "Every Jinja template that calls t('key') re-invokes translate → load_translations (cached, but the very first render blocks). The translations.html file is ~15KB.","Read and parse translations.html once at startup; expose as a dict on app.extensions. Provide an /api/dev/reload-translations endpoint.","Read translations.html at app startup in create_app(). Parse the dict using ast.literal_eval once, store on app.extensions['translations']. Add /api/dev/reload-translations admin-only endpoint that re-parses. Verify with a simple timing test that the first page render under 50ms."
SPD-005,Speed,High,No gzip / brotli on JSON responses,"app.py: all routes", "JSON payloads for /api/computers, /api/laptops, etc. can be 100KB+. Browsers receive them uncompressed.","Add flask-compress. Or set up nginx gzip on the JSON content type.","Add flask-compress to requirements.txt and wrap the app: from flask_compress import Compress; Compress(app). Configure it to compress responses larger than 500 bytes for text/json. Verify by adding 'Accept-Encoding: gzip' to a curl and checking the response size drops > 70%."
SPD-006,Speed,High,Templates use unminified inline JS,"templates/*.html (computers.html 135KB, cpu.html 161KB, etc.)", "Each page ships tens of kilobytes of inline JS that is the same on every page. No caching, no minification, no CDN, no module bundling.","Extract repeated JS into static/js/ modules. Build them with esbuild or vite. Use cache-busted filenames. Move inline config from Jinja to data-attributes.","Audit the templates folder for the largest .html files (computers.html, cpu.html, gpu.html, ram.html, project_board.html, ssd.html, monitors.html, lenses.html, cases.html, laptops.html, motherboards.html, consoles.html, admin.html). Extract repeated logic (fetch, render helpers, badge logic) into static/js/*.js. Use a small build step (esbuild --bundle --minify) to produce hashed filenames. Reference them with cache-busting query strings."
SPD-007,Speed,Medium,No static asset hashing,"static/ (no manifest)", "When you ship a fix, users get the old css/js because of browser caching. The current setup also serves unminified dark-mode.css (12KB) on every page.",Add a hashed static URL (Flask-Assets or a tiny custom hash) and ship a manifest.,"Add a small custom Flask helper, url_for_static(filename), that returns /static/<hash>/<name>. Compute the hash at startup from the file mtime. Reference all assets in templates through this helper. Generate a manifest.json at build time. Document the deploy flow."
SPD-008,Speed,Medium,CSS is hand-rolled and loaded once per page,"static/css/dark-mode.css (12KB)", The CSS for cards, modals, badges, dark/light theme is inline in templates (each template duplicates large blocks).,"Move all shared styles into static/css/app.css, static/css/dark-mode.css. Use CSS custom properties for theming. Inline only page-specific styles.",Refactor each template to inherit from base.html and link a single bundled stylesheet. Move the dark/light theme tokens into :root[data-theme=...] CSS variables. Audit for duplicated CSS rules and dedupe. Verify the page size drops > 30%."
SPD-009,Speed,Medium,No pagination on /api/laptops, /api/computers, etc.,"app.py: laptops, computers, ram, ssd, motherboards, monitors", "All routes return all rows (potentially thousands). The browser hangs on a 10MB JSON.","Add ?page=1&page_size=50 with a default. Use cursor-based pagination for infinite-scroll pages.","Add a paginate_query helper in app.py that takes (base_sql, page, page_size, count_sql) and returns {rows, total, page, page_size}. Apply it to every /api/{category} listing route. Default page_size=50, max=200. Update the frontend to send page and append results on scroll. Add a benchmark that confirms page render < 300ms with 5000 rows."
SPD-010,Speed,Medium,No index suggestions / no query plans logged,Postgres,"Slow queries (price-trends, gpu-performance-stats) join 4+ tables and aggregate over price_history. There is no EXPLAIN ANALYZE output in the code or migrations.","Run EXPLAIN ANALYZE on the top 10 queries. Add the missing indexes via migrations/.","Run pg_stat_statements to find the top 10 slowest queries. Add migrations with covering indexes (e.g. listings(category, is_active, first_seen_at), price_history(listing_id, recorded_at DESC)). Add a periodic VACUUM ANALYZE in a cron job. Document the query plan in docs/PERF.md."
SPD-011,Speed,Medium,get_category_latest_import_date re-queries per listing,"app.py: 230-239 is_listing_new calls get_category_latest_import_date which queries per-listing", "On the computers page with 200 listings, is_listing_new fires 200 sub-queries for the same MAX(date).","Memoize per-request: one query per category per request, store in a dict on g.","Add an @functools.lru_cache(maxsize=None) decorator to get_category_latest_import_date keyed by (category, request_id). Or store the result in a g-local dict keyed by category. Add a request-scoped teardown that clears the dict. Verify by adding a query counter."
SPD-012,Speed,Low,Cursor and connection not always closed on error,app.py many places,"Some try/finally blocks close the cursor and conn, but several do not (e.g. /api/category-earnings around line 500-580). On unhandled exceptions this leaks connections.",Use a context manager helper `with db_conn() as conn: with conn.cursor() as cur:`.,"Add a contextlib.contextmanager get_conn() in app.py that yields a connection and a cursor, and always closes them. Refactor every route to use `with get_conn() as (conn, cur):`. Spot-check that no bare `conn = get_db_connection()` remains."
SPD-013,Speed,Low,JSON serialization of Decimal in many places,app.py ~7 sites call convert_decimal_to_float,"The same helper is re-applied after every query. A central JSON provider is cleaner and faster.","Add a custom Flask JSONProvider that handles Decimal, datetime, date by default. Drop convert_decimal_to_float from the route bodies.","In app.py, set app.json = FlaskJSONProvider(app) (or use flask 2.3+ app.json_provider_class). Implement default() to convert Decimal, datetime, date, UUID, and set to JSON-safe types. Remove convert_decimal_to_float calls and confirm the API responses are identical."
SPD-014,Speed,Low,No HTTP/2 / no keep-alive tuning,deployment,"Browser parallel request limits and no multiplexing slow the initial dashboard paint.","Use a server that supports HTTP/2 (waitress via hyper-h2 or nginx in front of gunicorn with http2).","Add an nginx config in deploy/ that listens on 443 with http2 on, proxy_pass to gunicorn on 127.0.0.1:5000, and sets keepalive_timeout=65, proxy_http_version=1.1, proxy_set_header Connection ''. Document the TLS cert path."
SEC-018,Security,Low,No audit log for admin actions,"app.py: /api/admin/users, /api/admin/role-access", Admin actions (create user, change role) are not audit-logged. Hard to detect privilege escalation after the fact.,"Add an audit_log table (id, actor_id, action, target_id, payload, created_at) and write to it from every admin route.","Create migrations/2026_08_17_add_audit_log.sql with an audit_log table. In auth.py add a write_audit(actor, action, target, payload) helper. Call it from /api/admin/users, /api/admin/role-access, /api/admin/user-access, and the laptop_reference is_valid toggle. Expose /api/admin/audit-log (admin-only)."
SEC-019,Security,Low,Files written by the app live next to the code,"SS-WEBSITE/data/, project_board.json", "A path traversal in save_project_board or an arbitrary-file-write bug could overwrite source files. data/ is at the project root.",Move data/ outside the project root (e.g. %LOCALAPPDATA%/ss-website/) and add an allowlist.,"Modify app.py so PROJECT_BOARD_FILE and the data/ folder resolve to an OS-standard data dir (os.environ.get('SS_DATA_DIR', default_factory) or platformdirs.user_data_dir). Update save_project_board to use os.replace with a parent-dir check. Add a startup assertion that data/ is not the same as the source dir."
STA-016,Stability,Low,Test files run with debug + autoreload patterns,start_server.py / run_app.ps1 / _test_*.py,"The test scripts (test_*.py) are scattered at the root and assume Flask is running with debug=True (use_reloader=False). This means the same code paths are not exercised when running under waitress/gunicorn.",Move tests to tests/ and run them against the app factory create_app(),"Move all test_*.py into tests/legacy/ to be rewritten. Add a tests/conftest.py that does `from app import create_app; app = create_app(); client = app.test_client()`. Run the suite with pytest. Document the pattern in tests/README.md."
SPD-015,Speed,Low,No service worker / no offline cache,PWA,"The site is a dashboard; users open it once and then poll. A service worker would cut first-paint by 80%.",Add a small service worker that caches the static assets and the last API snapshot.,"Add static/sw.js that caches /static/* with cache-first strategy, and the last 5 API responses with stale-while-revalidate. Register the SW in base.html. Document the cache invalidation strategy."
